"left","right","status","reason"
"PS-02","MV-10","orthogonal","different decision"
"PS-02","MV-11","orthogonal","different decision"
"PS-02","MV-12","orthogonal","different decision"
"PS-02","MV-13","orthogonal","different decision"
"PS-02","MV-14","orthogonal","different decision"
"PS-02","MV-15","orthogonal","different decision"
"PS-02","MV-16","orthogonal","different decision"
"PS-02","MV-17","orthogonal","different decision"
"PS-02","MV-18","orthogonal","different decision"
"PS-02","MV-19","orthogonal","different decision"
"PS-02","MV-20","orthogonal","different decision"
"PS-02","MV-21","orthogonal","different decision"
"PS-02","MV-22","orthogonal","different decision"
"PS-02","MV-23","orthogonal","different decision"
"PS-02","MV-24","orthogonal","different decision"
"PS-02","VS-01","orthogonal","different decision"
"PS-02","VS-02","orthogonal","different decision"
"PS-02","VS-03","orthogonal","different decision"
"PS-02","VS-04","orthogonal","different decision"
"PS-02","VS-05","orthogonal","different decision"
"PS-02","VS-06","orthogonal","different decision"
"PS-02","VS-07","orthogonal","different decision"
"PS-02","VS-08","orthogonal","different decision"
"PS-02","VS-09","orthogonal","different decision"
"PS-02","DP-01","orthogonal","different decision"
"PS-02","DP-02","orthogonal","different decision"
"PS-02","DP-03","orthogonal","different decision"
"PS-02","DP-04","orthogonal","different decision"
"PS-02","DP-05","orthogonal","different decision"
"PS-02","DP-06","orthogonal","different decision"
"PS-02","DP-07","orthogonal","different decision"
"PS-02","DP-08","orthogonal","different decision"
"PS-02","DP-09","orthogonal","different decision"
"PS-02","DP-10","orthogonal","different decision"
"PS-02","DP-11","orthogonal","different decision"
"PS-02","DP-13","orthogonal","different decision"
"PS-02","DP-12","orthogonal","different decision"
"PS-02","JS-01","orthogonal","different decision"
"PS-02","JS-02","orthogonal","different decision"
"PS-02","JS-03","orthogonal","different decision"
"PS-02","JS-04","orthogonal","different decision"
"PS-02","JS-05","orthogonal","different decision"
"PS-02","JS-06","orthogonal","different decision"
"PS-02","JS-07","orthogonal","different decision"
"PS-02","JS-08","orthogonal","different decision"
"PS-02","JS-09","orthogonal","different decision"
"PS-02","JS-10","orthogonal","different decision"
"PS-02","KB-01","orthogonal","different decision"
"PS-02","KB-02","orthogonal","different decision"
"PS-02","KB-03","orthogonal","different decision"
"PS-02","KB-04","orthogonal","different decision"
"PS-02","KB-05","orthogonal","different decision"
"PS-02","KB-06","orthogonal","different decision"
"PS-02","KB-07","orthogonal","different decision"
"PS-02","KB-08","orthogonal","different decision"
"PS-02","KB-09","orthogonal","different decision"
"PS-02","KB-10","orthogonal","different decision"
"PS-02","KB-11","orthogonal","different decision"
"PS-02","KB-12","orthogonal","different decision"
"PS-02","KB-13","orthogonal","different decision"
"PS-02","KB-15","orthogonal","different decision"
"PS-02","KB-14","orthogonal","different decision"
"PS-02","SV-01","orthogonal","different decision"
"PS-02","SV-02","orthogonal","different decision"
"PS-02","SV-03","orthogonal","different decision"
"PS-02","SV-04","orthogonal","different decision"
"PS-02","SV-05","orthogonal","different decision"
"PS-02","IM-01","orthogonal","different decision"
"PS-02","IM-02","orthogonal","different decision"
"PS-02","IM-03","orthogonal","different decision"
"PS-02","IM-04","orthogonal","different decision"
"PS-02","IM-05","orthogonal","different decision"
"PS-02","IM-06","orthogonal","different decision"
"PS-02","IM-07","orthogonal","different decision"
"PS-02","IM-08","orthogonal","different decision"
"PS-03","IN-01","orthogonal","different decision"
"PS-03","IN-02","orthogonal","different decision"
"PS-03","IN-03","orthogonal","different decision"
"PS-03","IN-04","orthogonal","different decision"
"PS-03","IN-05","orthogonal","different decision"
"PS-03","SL-01","orthogonal","different decision"
"PS-03","SL-02","orthogonal","different decision"
"PS-03","SL-03","orthogonal","different decision"
"PS-03","SL-04","orthogonal","different decision"
"PS-03","SL-05","orthogonal","different decision"
"PS-03","SL-06","orthogonal","different decision"
"PS-03","SL-07","orthogonal","different decision"
"PS-03","SL-08","orthogonal","different decision"
"PS-03","SL-09","orthogonal","different decision"
"PS-03","SL-10","orthogonal","different decision"
"PS-03","SL-11","orthogonal","different decision"
"PS-03","SQ-01","orthogonal","different decision"
"PS-03","SQ-02","orthogonal","different decision"
"PS-03","SQ-03","orthogonal","different decision"
"PS-03","SQ-04","orthogonal","different decision"
"PS-03","SQ-05","orthogonal","different decision"
"PS-03","GR-01","orthogonal","different decision"
"PS-03","GR-02","orthogonal","different decision"
"PS-03","GR-03","orthogonal","different decision"
"PS-03","GR-04","orthogonal","different decision"
"PS-03","GR-05","orthogonal","different decision"
"PS-03","GR-06","orthogonal","different decision"
"PS-03","GR-07","orthogonal","different decision"
"PS-03","GR-08","orthogonal","different decision"
"PS-03","GR-09","orthogonal","different decision"
"PS-03","GR-10","orthogonal","different decision"
"PS-03","GR-11","orthogonal","different decision"
"PS-03","GR-12","orthogonal","different decision"
"PS-03","GR-13","orthogonal","different decision"
"PS-03","GR-14","orthogonal","different decision"
"PS-03","GR-15","orthogonal","different decision"
"PS-03","GR-16","orthogonal","different decision"
"PS-03","GR-17","orthogonal","different decision"
"PS-03","PS-01","orthogonal","different decision"
"PS-03","PS-02","orthogonal","different decision"
"PS-03","PS-03","self","same rule"
"PS-03","PS-04","orthogonal","different decision"
"PS-03","PS-05","orthogonal","different decision"
"PS-03","PS-06","orthogonal","different decision"
"PS-03","PS-07","orthogonal","different decision"
"PS-03","PS-08","orthogonal","different decision"
"PS-03","PS-09","orthogonal","different decision"
"PS-03","PS-10","orthogonal","different decision"
"PS-03","PS-11","orthogonal","different decision"
"PS-03","PS-12","orthogonal","different decision"
"PS-03","PS-13","orthogonal","different decision"
"PS-03","PS-14","orthogonal","different decision"
"PS-03","PS-15","orthogonal","different decision"
"PS-03","BD-01","orthogonal","different decision"
"PS-03","BD-02","orthogonal","different decision"
"PS-03","BD-03","orthogonal","different decision"
"PS-03","BD-04","orthogonal","different decision"
"PS-03","BD-05","orthogonal","different decision"
"PS-03","BD-06","orthogonal","different decision"
"PS-03","BD-07","orthogonal","different decision"
"PS-03","AR-01","orthogonal","different decision"
"PS-03","AR-02","orthogonal","different decision"
"PS-03","AR-03","orthogonal","different decision"
"PS-03","AR-04","orthogonal","different decision"
"PS-03","AR-05","orthogonal","different decision"
"PS-03","AR-06","orthogonal","different decision"
"PS-03","AR-07","orthogonal","different decision"
"PS-03","AR-08","orthogonal","different decision"
"PS-03","AR-09","orthogonal","different decision"
"PS-03","AR-10","orthogonal","different decision"
"PS-03","AR-11","orthogonal","different decision"
"PS-03","AR-12","orthogonal","different decision"
"PS-03","AR-13","orthogonal","different decision"
"PS-03","AR-14","orthogonal","different decision"
"PS-03","AR-15","orthogonal","different decision"
"PS-03","MV-01","orthogonal","different decision"
"PS-03","MV-02","orthogonal","different decision"
"PS-03","MV-03","orthogonal","different decision"
"PS-03","MV-04","orthogonal","different decision"
"PS-03","MV-05","orthogonal","different decision"
"PS-03","MV-06","orthogonal","different decision"
"PS-03","MV-07","orthogonal","different decision"
"PS-03","MV-08","orthogonal","different decision"
"PS-03","MV-09","orthogonal","different decision"
"PS-03","MV-10","orthogonal","different decision"
"PS-03","MV-11","orthogonal","different decision"
"PS-03","MV-12","orthogonal","different decision"
"PS-03","MV-13","orthogonal","different decision"
"PS-03","MV-14","orthogonal","different decision"
"PS-03","MV-15","orthogonal","different decision"
"PS-03","MV-16","orthogonal","different decision"
"PS-03","MV-17","orthogonal","different decision"
"PS-03","MV-18","orthogonal","different decision"
"PS-03","MV-19","orthogonal","different decision"
"PS-03","MV-20","orthogonal","different decision"
"PS-03","MV-21","orthogonal","different decision"
"PS-03","MV-22","orthogonal","different decision"
"PS-03","MV-23","orthogonal","different decision"
"PS-03","MV-24","orthogonal","different decision"
"PS-03","VS-01","orthogonal","different decision"
"PS-03","VS-02","orthogonal","different decision"
"PS-03","VS-03","orthogonal","different decision"
"PS-03","VS-04","orthogonal","different decision"
"PS-03","VS-05","orthogonal","different decision"
"PS-03","VS-06","orthogonal","different decision"
"PS-03","VS-07","orthogonal","different decision"
"PS-03","VS-08","orthogonal","different decision"
"PS-03","VS-09","orthogonal","different decision"
"PS-03","DP-01","orthogonal","different decision"
"PS-03","DP-02","orthogonal","different decision"
"PS-03","DP-03","orthogonal","different decision"
"PS-03","DP-04","orthogonal","different decision"
"PS-03","DP-05","orthogonal","different decision"
"PS-03","DP-06","orthogonal","different decision"
"PS-03","DP-07","orthogonal","different decision"
"PS-03","DP-08","orthogonal","different decision"
"PS-03","DP-09","orthogonal","different decision"
"PS-03","DP-10","orthogonal","different decision"
"PS-03","DP-11","orthogonal","different decision"
"PS-03","DP-13","orthogonal","different decision"
"PS-03","DP-12","orthogonal","different decision"
"PS-03","JS-01","orthogonal","different decision"
"PS-03","JS-02","orthogonal","different decision"
"PS-03","JS-03","orthogonal","different decision"
"PS-03","JS-04","orthogonal","different decision"
"PS-03","JS-05","orthogonal","different decision"
"PS-03","JS-06","orthogonal","different decision"
"PS-03","JS-07","orthogonal","different decision"
"PS-03","JS-08","orthogonal","different decision"
"PS-03","JS-09","orthogonal","different decision"
"PS-03","JS-10","orthogonal","different decision"
"PS-03","KB-01","orthogonal","different decision"
"PS-03","KB-02","orthogonal","different decision"
"PS-03","KB-03","orthogonal","different decision"
"PS-03","KB-04","orthogonal","different decision"
"PS-03","KB-05","orthogonal","different decision"
"PS-03","KB-06","orthogonal","different decision"
"PS-03","KB-07","orthogonal","different decision"
"PS-03","KB-08","orthogonal","different decision"
"PS-03","KB-09","orthogonal","different decision"
"PS-03","KB-10","orthogonal","different decision"
"PS-03","KB-11","orthogonal","different decision"
"PS-03","KB-12","orthogonal","different decision"
"PS-03","KB-13","orthogonal","different decision"
"PS-03","KB-15","orthogonal","different decision"
"PS-03","KB-14","orthogonal","different decision"
"PS-03","SV-01","orthogonal","different decision"
"PS-03","SV-02","orthogonal","different decision"
"PS-03","SV-03","orthogonal","different decision"
"PS-03","SV-04","orthogonal","different decision"
"PS-03","SV-05","orthogonal","different decision"
"PS-03","IM-01","orthogonal","different decision"
"PS-03","IM-02","orthogonal","different decision"
"PS-03","IM-03","orthogonal","different decision"
"PS-03","IM-04","orthogonal","different decision"
"PS-03","IM-05","orthogonal","different decision"
"PS-03","IM-06","orthogonal","different decision"
"PS-03","IM-07","orthogonal","different decision"
"PS-03","IM-08","orthogonal","different decision"
"PS-04","IN-01","orthogonal","different decision"
"PS-04","IN-02","orthogonal","different decision"
"PS-04","IN-03","orthogonal","different decision"
"PS-04","IN-04","orthogonal","different decision"
"PS-04","IN-05","orthogonal","different decision"
"PS-04","SL-01","orthogonal","different decision"
"PS-04","SL-02","orthogonal","different decision"
"PS-04","SL-03","orthogonal","different decision"
"PS-04","SL-04","orthogonal","different decision"
"PS-04","SL-05","orthogonal","different decision"
"PS-04","SL-06","orthogonal","different decision"
"PS-04","SL-07","orthogonal","different decision"
"PS-04","SL-08","orthogonal","different decision"
"PS-04","SL-09","orthogonal","different decision"
"PS-04","SL-10","orthogonal","different decision"
"PS-04","SL-11","orthogonal","different decision"
"PS-04","SQ-01","orthogonal","different decision"
"PS-04","SQ-02","orthogonal","different decision"
"PS-04","SQ-03","orthogonal","different decision"
"PS-04","SQ-04","orthogonal","different decision"
"PS-04","SQ-05","orthogonal","different decision"
"PS-04","GR-01","orthogonal","different decision"
"PS-04","GR-02","orthogonal","different decision"
"PS-04","GR-03","orthogonal","different decision"
"PS-04","GR-04","orthogonal","different decision"
"PS-04","GR-05","orthogonal","different decision"
"PS-04","GR-06","orthogonal","different decision"
"PS-04","GR-07","orthogonal","different decision"
"PS-04","GR-08","orthogonal","different decision"
"PS-04","GR-09","orthogonal","different decision"
"PS-04","GR-10","orthogonal","different decision"
"PS-04","GR-11","orthogonal","different decision"
"PS-04","GR-12","orthogonal","different decision"
